,country,continent,year,life_expectancy,population,gdp_per_capita
1365,Senegal,Africa,1972-01-01,45.815,4588696,1597.712056
1366,Tanzania,Africa,1967-01-01,45.757,12607312,848.2186575
1367,Algeria,Africa,1957-01-01,45.685,10270856,3013.976023
1368,Liberia,Africa,2007-01-01,45.678,3193942,414.5073415
1369,West Bank and Gaza,Asia,1957-01-01,45.671,1070439,1827.067742
1370,Jordan,Asia,1957-01-01,45.669,746559,1886.080591
1371,Equatorial Guinea,Africa,1987-01-01,45.664,341244,966.8968149
1372,Malawi,Africa,1982-01-01,45.642,6502825,632.8039209
1373,Gambia,Africa,1982-01-01,45.58,715523,835.8096108
1374,Chad,Africa,1972-01-01,45.569,3899068,1104.103987
1375,Pakistan,Asia,1957-01-01,45.557,46679944,747.0835292
1376,Guinea,Africa,1987-01-01,45.552,5650262,805.5724718
1377,"Congo, Dem. Rep.",Africa,1992-01-01,45.548,41672143,457.7191807
1378,Guinea-Bissau,Africa,2002-01-01,45.504,1332459,575.7047176
1379,Nicaragua,Americas,1957-01-01,45.432,1358828,3457.415947
1380,Morocco,Africa,1957-01-01,45.423,11406350,1642.002314
1381,Cambodia,Asia,1967-01-01,45.415,6960067,523.4323142
1382,Vietnam,Asia,1962-01-01,45.363,33796140,772.0491602
1383,Uganda,Africa,1962-01-01,45.344,7688797,767.2717398
1384,Burundi,Africa,1997-01-01,45.326,6121610,463.1151478
1385,Iraq,Asia,1952-01-01,45.32,5441766,4129.766056
1386,Libya,Africa,1957-01-01,45.289,1201578,3448.284395
1387,El Salvador,Americas,1952-01-01,45.262,2042865,3048.3029
1388,Bangladesh,Asia,1972-01-01,45.252,70759295,630.2336265
1389,Mongolia,Asia,1957-01-01,45.248,882134,912.6626085
1390,Namibia,Africa,1957-01-01,45.226,548080,2621.448058
1391,Myanmar,Asia,1962-01-01,45.108,23634436,388
1392,Sudan,Africa,1972-01-01,45.083,14597019,1659.652775
1393,"Congo, Rep.",Africa,1957-01-01,45.053,940458,2315.056572
1394,Lesotho,Africa,1957-01-01,45.047,813338,335.9971151
1395,Bolivia,Americas,1967-01-01,45.032,4040665,2586.886053
1396,South Africa,Africa,1952-01-01,45.009,14264935,4725.295531
1397,Malawi,Africa,2002-01-01,45.009,11824495,665.4231186
1398,Rwanda,Africa,1977-01-01,45,4657072,670.0806011
1399,Swaziland,Africa,1962-01-01,44.992,370006,1856.182125
1400,"Congo, Dem. Rep.",Africa,2002-01-01,44.966,55379852,241.1658765
1401,Cote d'Ivoire,Africa,1962-01-01,44.93,3832408,1728.869428
1402,Ethiopia,Africa,1982-01-01,44.916,38111756,577.8607471
1403,Benin,Africa,1967-01-01,44.885,2427334,1035.831411
1404,Guinea-Bissau,Africa,1997-01-01,44.873,1193708,796.6644681
1405,Iran,Asia,1952-01-01,44.869,17272000,3035.326002
1406,Liberia,Africa,1982-01-01,44.852,1956875,572.1995694
1407,Madagascar,Africa,1972-01-01,44.851,7082430,1748.562982
1408,Cameroon,Africa,1967-01-01,44.799,6335506,1508.453148
1409,Ghana,Africa,1957-01-01,44.779,6391288,1043.561537
1410,Central African Republic,Africa,2007-01-01,44.741,4369038,706.016537
1411,Burundi,Africa,1992-01-01,44.736,5809236,631.6998778
1412,Kenya,Africa,1957-01-01,44.686,7454779,944.4383152
1413,Honduras,Americas,1957-01-01,44.665,1770390,2220.487682
1414,Tunisia,Africa,1952-01-01,44.6,3647735,1468.475631
1415,Rwanda,Africa,1972-01-01,44.6,3992121,590.5806638
1416,Gabon,Africa,1967-01-01,44.598,489004,8358.761987
1417,Lesotho,Africa,2002-01-01,44.593,2046772,1275.184575
1418,Uganda,Africa,1997-01-01,44.578,21210254,816.559081
1419,Niger,Africa,1987-01-01,44.555,7332638,668.3000228
1420,Eritrea,Africa,1977-01-01,44.535,2512642,505.7538077
1421,Nigeria,Africa,1977-01-01,44.514,62209173,1981.951806
1422,Ethiopia,Africa,1977-01-01,44.51,34617799,556.8083834
1423,China,Asia,1962-01-01,44.50136,665770000,487.6740183
1424,Somalia,Africa,1987-01-01,44.501,6921858,1093.244963
1425,Comoros,Africa,1962-01-01,44.467,191689,1406.648278
1426,Egypt,Africa,1957-01-01,44.444,25009741,1458.915272
1427,Djibouti,Africa,1972-01-01,44.366,178848,3694.212352
1428,Mozambique,Africa,1992-01-01,44.284,13160731,410.8968239
1429,Mauritania,Africa,1962-01-01,44.248,1146757,1055.896036
1430,Tanzania,Africa,1962-01-01,44.246,10863958,722.0038073
1431,"Yemen, Rep.",Asia,1977-01-01,44.175,8403990,1829.765177
1432,Guatemala,Americas,1957-01-01,44.142,3640876,2617.155967
1433,Eritrea,Africa,1972-01-01,44.142,2260187,514.3242082
1434,Rwanda,Africa,1967-01-01,44.1,3451079,510.9637142
1435,Zambia,Africa,1957-01-01,44.077,3016000,1311.956766
1436,Burundi,Africa,1972-01-01,44.057,3529983,464.0995039
1437,"Congo, Dem. Rep.",Africa,1967-01-01,44.056,19941073,861.5932424
1438,Mozambique,Africa,2002-01-01,44.026,18473780,633.6179466
1439,Rwanda,Africa,1987-01-01,44.02,6349365,847.991217
1440,China,Asia,1952-01-01,44,556263527,400.448611
1441,Nepal,Asia,1972-01-01,43.971,12412593,674.7881296
1442,Togo,Africa,1962-01-01,43.922,1528098,1067.53481
1443,Mali,Africa,1982-01-01,43.916,6998256,618.0140641
1444,Peru,Americas,1952-01-01,43.902,8025700,3758.523437
1445,Eritrea,Africa,1982-01-01,43.89,2637297,524.8758493
1446,Swaziland,Africa,2002-01-01,43.869,1130269,4128.116943
1447,Afghanistan,Asia,2007-01-01,43.828,31889923,974.5803384
1448,Somalia,Africa,1997-01-01,43.795,6633514,930.5964284
1449,Malawi,Africa,1977-01-01,43.767,5637246,663.2236766
1450,Liberia,Africa,1977-01-01,43.764,1703617,640.3224383
1451,Liberia,Africa,2002-01-01,43.753,2814651,531.4823679
1452,Equatorial Guinea,Africa,1982-01-01,43.662,285483,927.8253427
1453,India,Asia,1962-01-01,43.605,454000000,658.3471509
1454,Chad,Africa,1967-01-01,43.601,3495967,1196.810565
1455,Burkina Faso,Africa,1972-01-01,43.591,5433886,854.7359763
1456,Haiti,Americas,1962-01-01,43.59,3880130,1796.589032
1457,Turkey,Europe,1952-01-01,43.585,22235677,1969.10098
1458,Senegal,Africa,1967-01-01,43.563,3965841,1612.404632
1459,Burundi,Africa,1967-01-01,43.548,3330989,412.9775136
1460,Ethiopia,Africa,1972-01-01,43.515,30770372,566.2439442
1461,Zimbabwe,Africa,2007-01-01,43.487,12311143,469.7092981
1462,Central African Republic,Africa,1972-01-01,43.457,1927260,1070.013275
1463,Bangladesh,Asia,1967-01-01,43.453,62821884,721.1860862
1464,Pakistan,Asia,1952-01-01,43.436,41346560,684.5971438
1465,Bolivia,Americas,1962-01-01,43.428,3593918,2180.972546
1466,Swaziland,Africa,1957-01-01,43.424,326741,1244.708364
1467,Cambodia,Asia,1962-01-01,43.415,6083619,496.9136476
1468,Rwanda,Africa,2002-01-01,43.413,7852401,785.6537648
1469,Central African Republic,Africa,2002-01-01,43.308,4048013,738.6906068
1470,Guinea-Bissau,Africa,1992-01-01,43.266,1050938,745.5398706
1471,Oman,Asia,1962-01-01,43.165,628164,2924.638113
1472,West Bank and Gaza,Asia,1952-01-01,43.16,1030585,1515.592329
1473,Jordan,Asia,1952-01-01,43.158,607914,1546.907807
1474,Ghana,Africa,1952-01-01,43.149,5581001,911.2989371
1475,Algeria,Africa,1952-01-01,43.077,9279525,2449.008185
1476,Rwanda,Africa,1962-01-01,43,3051242,597.4730727
1477,Tanzania,Africa,1957-01-01,42.974,9452826,698.5356073
1478,Somalia,Africa,1982-01-01,42.955,5828892,1176.807031
1479,Guinea,Africa,1982-01-01,42.891,4710497,857.2503577
1480,Vietnam,Asia,1957-01-01,42.887,28998543,676.2854478
1481,Madagascar,Africa,1967-01-01,42.881,6334556,1634.047282
1482,Morocco,Africa,1952-01-01,42.873,9939217,1688.20357
1483,Saudi Arabia,Asia,1957-01-01,42.868,4419650,8157.591248
1484,Mozambique,Africa,1987-01-01,42.861,12891952,389.8761846
1485,Sudan,Africa,1967-01-01,42.858,12716129,1687.997641
1486,Nigeria,Africa,1972-01-01,42.821,53740085,1698.388838
1487,Mozambique,Africa,1982-01-01,42.795,12587223,462.2114149
1488,Angola,Africa,2007-01-01,42.731,12420476,4797.231267
1489,Libya,Africa,1952-01-01,42.723,1019729,2387.54806
1490,Cameroon,Africa,1962-01-01,42.643,5793633,1399.607441
1491,Benin,Africa,1962-01-01,42.618,2151895,949.4990641
1492,Liberia,Africa,1972-01-01,42.614,1482628,803.0054535
1493,Niger,Africa,1982-01-01,42.598,6437188,909.7221354
1494,Lesotho,Africa,2007-01-01,42.592,2012649,1569.331442
1495,"Congo, Dem. Rep.",Africa,1997-01-01,42.587,47798986,312.188423
1496,Uganda,Africa,1957-01-01,42.571,6675501,774.3710692
1497,Sierra Leone,Africa,2007-01-01,42.568,6144562,862.5407561
1498,Indonesia,Asia,1962-01-01,42.518,99028000,849.2897701
1499,Mozambique,Africa,1977-01-01,42.495,11127868,502.3197334
1500,Cote d'Ivoire,Africa,1957-01-01,42.469,3300000,1500.895925
1501,Comoros,Africa,1957-01-01,42.46,170928,1211.148548
1502,Zambia,Africa,2007-01-01,42.384,11746035,1271.211593
1503,Mauritania,Africa,1957-01-01,42.338,1076852,846.1202613
1504,Nicaragua,Americas,1952-01-01,42.314,1165790,3112.363948
1505,Kenya,Africa,1952-01-01,42.27,6464046,853.540919
1506,Mongolia,Asia,1952-01-01,42.244,800663,786.5668575
1507,Liberia,Africa,1997-01-01,42.221,2200725,609.1739508
1508,Eritrea,Africa,1967-01-01,42.189,1820319,468.7949699
1509,Lesotho,Africa,1952-01-01,42.138,748747,298.8462121
1510,Afghanistan,Asia,2002-01-01,42.129,25268405,726.7340548
1511,"Congo, Dem. Rep.",Africa,1962-01-01,42.122,17486434,896.3146335
1512,Ethiopia,Africa,1967-01-01,42.115,27860297,516.1186438
1513,"Congo, Rep.",Africa,1952-01-01,42.111,854885,2125.621418
1514,Mozambique,Africa,2007-01-01,42.082,19951656,823.6856205
1515,Djibouti,Africa,1967-01-01,42.074,127617,3020.050513
1516,Burundi,Africa,1962-01-01,42.045,2961915,355.2032273
1517,Zambia,Africa,1952-01-01,42.038,2672000,1147.388831
1518,Equatorial Guinea,Africa,1977-01-01,42.024,192675,958.5668124
1519,Guatemala,Americas,1952-01-01,42.023,3146381,2428.237769
1520,Somalia,Africa,1977-01-01,41.974,4353666,1450.992513
1521,Honduras,Americas,1952-01-01,41.912,1517453,2194.926204
1522,Myanmar,Asia,1957-01-01,41.905,21731844,350
1523,Egypt,Africa,1952-01-01,41.893,22223309,1418.822445
1524,Bolivia,Americas,1957-01-01,41.89,3211738,2127.686326
1525,Gambia,Africa,1977-01-01,41.842,608274,884.7552507
1526,Malawi,Africa,1972-01-01,41.766,4730997,584.6219709
1527,Afghanistan,Asia,1997-01-01,41.763,22227415,635.341351
1528,Namibia,Africa,1952-01-01,41.725,485831,2423.780443
1529,Chad,Africa,1962-01-01,41.716,3150417,1389.817618
1530,Mali,Africa,1977-01-01,41.714,6491649,686.3952693
1531,Afghanistan,Asia,1992-01-01,41.674,16317921,649.3413952
1532,Liberia,Africa,1967-01-01,41.536,1279406,713.6036483
1533,Rwanda,Africa,1957-01-01,41.5,2822082,540.2893983
1534,Central African Republic,Africa,1967-01-01,41.478,1733638,1136.056615
1535,Nepal,Asia,1967-01-01,41.472,11261690,676.4422254
1536,Senegal,Africa,1962-01-01,41.454,3430243,1654.988723
1537,Swaziland,Africa,1952-01-01,41.407,290243,1148.376626
1538,Cambodia,Asia,1957-01-01,41.366,5322536,434.0383364
1539,Niger,Africa,1977-01-01,41.291,5682086,808.8970728
1540,Guinea-Bissau,Africa,1987-01-01,41.245,927524,736.4153921
1541,Bangladesh,Asia,1962-01-01,41.216,56839289,686.3415538
1542,Tanzania,Africa,1952-01-01,41.215,8322925,716.6500721
1543,Togo,Africa,1957-01-01,41.208,1357445,925.9083202
1544,Nigeria,Africa,1967-01-01,41.04,47287752,1014.514104
1545,Sierra Leone,Africa,2002-01-01,41.012,5359092,699.489713
1546,Angola,Africa,2002-01-01,41.003,10866106,2773.287312
1547,Somalia,Africa,1972-01-01,40.973,3840161,1254.576127
1548,Angola,Africa,1997-01-01,40.963,9875024,2277.140884
1549,Sudan,Africa,1962-01-01,40.87,11183227,1959.593767
1550,Madagascar,Africa,1962-01-01,40.848,5703324,1643.38711
1551,Afghanistan,Asia,1987-01-01,40.822,13867957,852.3959448
1552,Liberia,Africa,1992-01-01,40.802,1912974,636.6229191
1553,Guinea,Africa,1977-01-01,40.762,4227026,874.6858643
1554,Comoros,Africa,1952-01-01,40.715,153936,1102.990936
1555,Burkina Faso,Africa,1967-01-01,40.697,5127935,794.8265597
1556,Haiti,Americas,1957-01-01,40.696,3507701,1726.887882
1557,"Congo, Dem. Rep.",Africa,1957-01-01,40.652,15577932,905.8602303
1558,Angola,Africa,1992-01-01,40.647,8735988,2627.845685
1559,Niger,Africa,1972-01-01,40.546,5060262,954.2092363
1560,Mauritania,Africa,1952-01-01,40.543,1022556,743.1159097
1561,Burundi,Africa,1957-01-01,40.533,2667518,379.5646281
1562,Equatorial Guinea,Africa,1972-01-01,40.516,277603,672.4122571
1563,Liberia,Africa,1962-01-01,40.502,1112796,634.1951625
1564,Gabon,Africa,1962-01-01,40.489,455661,6631.459222
1565,Cote d'Ivoire,Africa,1952-01-01,40.477,2977019,1388.594732
1566,Cameroon,Africa,1957-01-01,40.428,5359923,1313.048099
1567,Bolivia,Americas,1952-01-01,40.414,2883315,2677.326347
1568,Vietnam,Asia,1952-01-01,40.412,26246839,605.0664917
1569,Benin,Africa,1957-01-01,40.358,1925173,959.6010805
1570,Mozambique,Africa,1972-01-01,40.328,9809596,724.9178037
1571,Cambodia,Asia,1972-01-01,40.317,7450606,421.6240257
1572,India,Asia,1957-01-01,40.249,409000000,590.061996
1573,Zambia,Africa,1997-01-01,40.238,9417789,1071.353818
1574,Eritrea,Africa,1962-01-01,40.158,1666618,380.9958433
1575,Niger,Africa,1967-01-01,40.118,4534062,1054.384891
1576,Oman,Asia,1957-01-01,40.08,561977,2242.746551
1577,Ethiopia,Africa,1962-01-01,40.059,25145372,419.4564161
1578,Sierra Leone,Africa,1987-01-01,40.006,3868905,1294.447788
1579,Rwanda,Africa,1952-01-01,40,2534927,493.3238752
1580,Zimbabwe,Africa,2002-01-01,39.989,11926563,672.0386227
1581,Uganda,Africa,1952-01-01,39.978,5824797,734.753484
1582,Mali,Africa,1972-01-01,39.977,5828158,581.3688761
1583,Angola,Africa,1982-01-01,39.942,7016384,2756.953672
1584,Indonesia,Asia,1957-01-01,39.918,90124000,858.9002707
1585,Angola,Africa,1987-01-01,39.906,7874230,2430.208311
1586,Sierra Leone,Africa,1997-01-01,39.897,4578212,574.6481576
1587,Chad,Africa,1957-01-01,39.881,2894855,1308.495577
1588,Saudi Arabia,Asia,1952-01-01,39.875,4005677,6459.554823
1589,Afghanistan,Asia,1982-01-01,39.854,12881816,978.0114388
1590,"Yemen, Rep.",Asia,1972-01-01,39.848,7407075,1265.047031
1591,Djibouti,Africa,1962-01-01,39.693,89898,3020.989263
1592,Somalia,Africa,1992-01-01,39.658,6099799,926.9602964
1593,Sudan,Africa,1957-01-01,39.624,9753392,1770.337074
1594,Swaziland,Africa,2007-01-01,39.613,1133066,4513.480643
1595,Malawi,Africa,1967-01-01,39.487,4147252,495.5147806
1596,Niger,Africa,1962-01-01,39.487,4076008,997.7661127
1597,Liberia,Africa,1957-01-01,39.486,975950,620.9699901
1598,Angola,Africa,1977-01-01,39.483,6162675,3008.647355
1599,Central African Republic,Africa,1962-01-01,39.475,1523478,1193.068753
1600,Cambodia,Asia,1952-01-01,39.417,4693836,368.4692856
1601,Nepal,Asia,1962-01-01,39.393,10332057,652.3968593
1602,Nigeria,Africa,1962-01-01,39.36,41871351,1150.927478
1603,Bangladesh,Asia,1957-01-01,39.348,51365468,661.6374577
1604,Senegal,Africa,1957-01-01,39.329,3054547,1567.653006
1605,Guinea-Bissau,Africa,1982-01-01,39.327,825987,838.1239671
1606,Zambia,Africa,2002-01-01,39.193,10595811,1071.613938
1607,"Congo, Dem. Rep.",Africa,1952-01-01,39.143,14100005,780.5423257
1608,Burundi,Africa,1952-01-01,39.031,2445618,339.2964587
1609,Gabon,Africa,1957-01-01,38.999,434904,4976.198099
1610,Equatorial Guinea,Africa,1967-01-01,38.987,259864,915.5960025
1611,Somalia,Africa,1967-01-01,38.977,3428839,1284.73318
1612,Madagascar,Africa,1957-01-01,38.865,5181679,1589.20275
1613,Guinea,Africa,1972-01-01,38.842,3811387,741.6662307
1614,Sudan,Africa,1952-01-01,38.635,8504667,1615.991129
1615,Niger,Africa,1957-01-01,38.598,3692184,835.5234025
1616,Togo,Africa,1952-01-01,38.596,1219113,859.8086567
1617,Cameroon,Africa,1952-01-01,38.523,5009067,1172.667655
1618,Mali,Africa,1967-01-01,38.487,5212416,545.0098873
1619,Liberia,Africa,1952-01-01,38.48,863308,575.5729961
1620,Sierra Leone,Africa,1982-01-01,38.445,3464522,1465.010784
1621,Afghanistan,Asia,1977-01-01,38.438,14880372,786.11336
1622,Malawi,Africa,1962-01-01,38.41,3628608,427.9010856
1623,Sierra Leone,Africa,1992-01-01,38.333,4260884,1068.696278
1624,Gambia,Africa,1972-01-01,38.308,517101,756.0868363
1625,Benin,Africa,1952-01-01,38.223,1738315,1062.7522
1626,Mozambique,Africa,1967-01-01,38.113,8680909,566.6691539
1627,Chad,Africa,1952-01-01,38.092,2682462,1178.665927
1628,Eritrea,Africa,1957-01-01,38.047,1542611,344.1618859
1629,Angola,Africa,1972-01-01,37.928,5894858,5473.288005
1630,Burkina Faso,Africa,1962-01-01,37.814,4919632,722.5120206
1631,Nigeria,Africa,1957-01-01,37.802,37173340,1100.592563
1632,Nepal,Asia,1957-01-01,37.686,9682338,597.9363558
1633,Haiti,Americas,1952-01-01,37.579,3201488,1840.366939
1634,Oman,Asia,1952-01-01,37.578,507833,1828.230307
1635,Equatorial Guinea,Africa,1962-01-01,37.485,249220,582.8419714
1636,Bangladesh,Asia,1952-01-01,37.484,46886859,684.2441716
1637,Indonesia,Asia,1952-01-01,37.468,82052000,749.6816546
1638,Guinea-Bissau,Africa,1977-01-01,37.465,745228,764.7259628
1639,Central African Republic,Africa,1957-01-01,37.464,1392284,1190.844328
1640,Niger,Africa,1952-01-01,37.444,3379468,761.879376
1641,India,Asia,1952-01-01,37.373,372000000,546.5657493
1642,Djibouti,Africa,1957-01-01,37.328,71851,2864.969076
1643,Senegal,Africa,1952-01-01,37.278,2755589,1450.356983
1644,Malawi,Africa,1957-01-01,37.207,3221238,416.3698064
1645,Guinea,Africa,1967-01-01,37.197,3451418,708.7595409
1646,Gabon,Africa,1952-01-01,37.003,420702,4293.476475
1647,"Yemen, Rep.",Asia,1967-01-01,36.984,6740785,862.4421463
1648,Somalia,Africa,1962-01-01,36.981,3080153,1369.488336
1649,Mali,Africa,1962-01-01,36.936,4690372,496.1743428
1650,Sierra Leone,Africa,1977-01-01,36.788,3140897,1348.285159
1651,Madagascar,Africa,1952-01-01,36.681,4762912,1443.011715
1652,Ethiopia,Africa,1957-01-01,36.667,22815614,378.9041632
1653,Guinea-Bissau,Africa,1972-01-01,36.486,625361,820.2245876
1654,Nigeria,Africa,1952-01-01,36.324,33119096,1077.281856
1655,Myanmar,Asia,1952-01-01,36.319,20092996,331
1656,Malawi,Africa,1952-01-01,36.256,2917802,369.1650802
1657,Mozambique,Africa,1962-01-01,36.161,7788944,556.6863539
1658,Nepal,Asia,1952-01-01,36.157,9182536,545.8657229
1659,Afghanistan,Asia,1972-01-01,36.088,13079460,739.9811058
1660,Rwanda,Africa,1997-01-01,36.087,7212583,589.9445051
1661,Angola,Africa,1967-01-01,35.985,5247469,5522.776375
1662,Equatorial Guinea,Africa,1957-01-01,35.983,232922,426.0964081
1663,Eritrea,Africa,1952-01-01,35.928,1438760,328.9405571
1664,Gambia,Africa,1967-01-01,35.857,439593,734.7829124
1665,Guinea,Africa,1962-01-01,35.753,3140003,686.3736739
1666,Guinea-Bissau,Africa,1967-01-01,35.492,601287,715.5806402
1667,Central African Republic,Africa,1952-01-01,35.463,1291695,1071.310713
1668,Sierra Leone,Africa,1972-01-01,35.4,2879013,1353.759762
1669,Mali,Africa,1957-01-01,35.307,4241884,490.3821867
1670,"Yemen, Rep.",Asia,1962-01-01,35.18,6120081,825.6232006
1671,Somalia,Africa,1957-01-01,34.977,2780415,1258.147413
1672,Burkina Faso,Africa,1957-01-01,34.906,4713416,617.1834648
1673,Djibouti,Africa,1952-01-01,34.812,63149,2669.529475
1674,Guinea,Africa,1957-01-01,34.558,2876726,576.2670245
1675,Guinea-Bissau,Africa,1962-01-01,34.488,627820,522.0343725
1676,Equatorial Guinea,Africa,1952-01-01,34.482,216964,375.6431231
1677,Sierra Leone,Africa,1967-01-01,34.113,2662190,1206.043465
1678,Ethiopia,Africa,1952-01-01,34.078,20860941,362.1462796
1679,Afghanistan,Asia,1967-01-01,34.02,11537966,836.1971382
1680,Angola,Africa,1962-01-01,34,4826015,4269.276742
1681,"Yemen, Rep.",Asia,1957-01-01,33.97,5498090,804.8304547
1682,Gambia,Africa,1962-01-01,33.896,374020,599.650276
1683,Mozambique,Africa,1957-01-01,33.779,7038035,495.5868333
1684,Mali,Africa,1952-01-01,33.685,3838168,452.3369807
1685,Guinea,Africa,1952-01-01,33.609,2664249,510.1964923
1686,Guinea-Bissau,Africa,1957-01-01,33.489,601095,431.7904566
1687,Somalia,Africa,1952-01-01,32.978,2526994,1135.749842
1688,Sierra Leone,Africa,1962-01-01,32.767,2467895,1116.639877
1689,"Yemen, Rep.",Asia,1952-01-01,32.548,4963829,781.7175761
1690,Guinea-Bissau,Africa,1952-01-01,32.5,580653,299.850319
1691,Gambia,Africa,1957-01-01,32.065,323150,520.9267111
1692,Angola,Africa,1957-01-01,31.999,4561361,3827.940465
1693,Afghanistan,Asia,1962-01-01,31.997,10267083,853.10071
1694,Burkina Faso,Africa,1952-01-01,31.975,4469979,543.2552413
1695,Sierra Leone,Africa,1957-01-01,31.57,2295678,1004.484437
1696,Mozambique,Africa,1952-01-01,31.286,6446316,468.5260381
1697,Cambodia,Asia,1977-01-01,31.22,6978607,524.9721832
1698,Afghanistan,Asia,1957-01-01,30.332,9240934,820.8530296
1699,Sierra Leone,Africa,1952-01-01,30.331,2143249,879.7877358
1700,Angola,Africa,1952-01-01,30.015,4232095,3520.610273
1701,Gambia,Africa,1952-01-01,30,284320,485.2306591
1702,Afghanistan,Asia,1952-01-01,28.801,8425333,779.4453145
1703,Rwanda,Africa,1992-01-01,23.599,7290203,737.0685949